id,title,author,content,dynasty
1133,夏日西霞寺书怀寄张逸人,齐己,人中林下现，名自有闲忙。建业红尘热，栖霞白石凉。倚身柽几稳，洒面瀑流香。不似高斋里，花连竹影长。,唐
1134,贻惠暹上人,齐己,经论功馀更业诗，又于难里纵天机。吴朝客见投文去，楚国僧迎著紫归。已得声名先振俗，不妨风雪更探微。金陵高忆恩门在，终挂云帆重一飞。,唐
1135,再经蒋山与诸长老夜话,齐己,远迹都如雁，南行又北回。老僧犹记得，往岁已曾来。话遍名山境，烧残黑栎灰。无因伴师往，归思在天台。,唐
1136,江宁春夜裴使君席送萧员外,钱起,花院日扶疏，江云自卷舒。主人熊轼任，归客雉门车。曙月稀星里，春烟紫禁馀。行看石头戍，记得是南徐。,唐
1137,送冷朝阳擢第后归金陵觐省,钱起,莱子昼归今始好，潘园景色夏偏浓。夕阳流水吟诗去，明月青山出竹逢。兄弟相欢初让果，乡人争贺旧登龙。佳期少别俄千里，云树愁看过几重。,唐
1138,送沈少府还江宁,钱起,远宦碧云外，此行佳兴牵。湖山入闾井，鸥鸟傍神仙。斜日背乡树，春潮迎客船。江楼新咏发，应与政声传。,唐
1139,早下江宁,钱起,暮天微雨散，凉吹片帆轻。云物高秋节，山川孤客情。霜蘋留楚水，寒雁别吴城。宿浦有归梦，愁猿莫夜鸣。,唐
1140,春恨三首,钱珝,负罪将军在北朝，秦淮芳草绿迢迢。高台爱妾魂销尽，始得丘迟为一招。久戍临洮报未归，箧香销尽别时衣。身轻愿比兰阶蝶，万里还寻塞草飞。永巷频闻小苑游，旧恩如泪亦难收。君前愿报新颜色，团扇须防白露秋。,唐
1141,与沈十九拾遗同游栖霞寺上方于亮上人院会宿二首,权德舆,摄山标胜绝，暇日谐想瞩。萦纡松路深，缭绕云岩曲。重楼回树杪，古像凿山腹。人远水木清，地深兰桂馥。层台耸金碧，绝顶摩净绿。下界诚可悲，南朝纷在目。焚香入古殿，待月出深竹。稍觉天籁清，自伤人世促。宗雷此相遇，偃放从所欲。清论松枝低，闲吟茗花熟。一生如土梗，万虑相桎梏。永愿事潜师，穷年此栖宿。偶来人境外，心赏幸随君。古殿烟霞夕，深山松桂薰。岩花点寒溜，石磴扫春云。清净诸天近，喧尘下界分。名僧康宝月，上客沈休文。共宿东林夜，清猿彻曙闻。,唐
1142,金陵杂题二首,沈彬,王气生秦四百年，晋元东渡浪花船。正惭海内皆涂地，来保江南一片天。古树著行临远岸，暮山相亚出微烟。千征万战英雄尽，落日牛羊食野田。暮潮声落草光沉，贾客来帆宿岸阴。一笛月明何处酒，满城秋色几家砧。时清曾恶桓温盛，山翠长牵谢傅心。今日到来何物在，碧烟和雨锁寒林。,唐
1143,过台城感旧,沈青箱,六代旧山川，兴亡几百年。繁华今寂寞，朝市昔喧阗。夜月琉璃水，春风卵色天。伤时与怀古，垂泪国门前。,唐
1144,五月六日，发石头城，步望前船，示舍弟兼寄侯郎,沈亚之,客子去淮阳，逶迤别梦长。水关开夜锁，雾棹起晨凉。烟月期同赏，风波勿异行。隐山曾撼橹，转濑指遥樯。蒲叶吴刀绿，筠筒楚粽香。因书报惠远，为我忆檀郎。,唐
1145,金陵怀古,司空曙,辇路江枫暗，宫庭野草春。伤心庾开府，老作北朝臣。,唐
1146,南北史感遇十首,司空图,雨淋麟阁名臣画，雪卧龙庭猛将碑。不用黄金铸侯印，尽输公子买蛾眉。汉世频封万户侯，云台空峻谢风流。江南不有名儒相，齿冷中原笑未休。天风斡海怒长鲸，永固南来百万兵。若向沧洲犹笑傲，江山虚有石头城。花迷公子玉楼恩，镜弄佳人红粉春。不信关山劳远戍，绮罗香外任行尘。兵围梁殿金瓯破，火发陈宫玉树摧。奸佞岂能惭误国，空令怀古更徘徊。行乐最宜连夜景，太平方觉有春风。千金尽把酬歌舞，犹胜三边赏战功。桃芳李艳年年发，羌管蛮弦处处多。海上应无三岛路，人间惟有一声歌。佳人自折一枝红，把唱新词曲未终。惟向眼前怜易落，不如抛掷任春风。景阳楼下花钿镜，玄武湖边锦绣旗。昔日繁华今日恨，雉媒声晚草芳时。乱后人间尽不平，秦川花木最伤情。无穷红艳红尘里，骤马分香散入营。,唐
1147,杨柳枝寿杯词十八首,司空图,乐府翻来占太平，风光无处不含情。千门万户喧歌吹，富贵人间只此声。撼晚梳空不自持，与君同折上楼时。春风还有常情处，系得人心免别离。灞亭东去彻隋堤，赠别何须醉似泥。万里往来无一事，便帆轻拂乱莺啼。台城细仗晓初移，诏赐千官禊饮时。绿帐远笼清珮响，更曛晴日上龙旗。桃源仙子不须夸，闻道惟栽一片花。何似浣纱溪畔住，绿阴相间两三家。偶然楼上卷珠帘，往往长条拂枕函。恰值小娥初学舞，拟偷金缕押春衫。池边影动散鸳鸯，更引微风乱绣床。直待玉窗尘不起，始应金雁得成行。稻畦分影向江村，憔悴经霜只半存。昨日流莺今不见，乱萤飞出照黄昏。客泪休沾汉水滨，舞腰羞杀汉宫人。狂风更与回烟帚，扫尽繁花独占春。游人莫叹易凋衰，长乐荣枯自有期。看取明年春意动，更于何处最先知。昔年行乐及芳时，一上丹梯桂一枝。笑问江头醉公子，饶君满把麹尘丝。渡头残照一行新，独自依依向北人。莫恨乡程千里远，眼中从此故乡春。絮惹轻枝雪未飘，小溪烟束带危桥。邻家女伴频攀折，不觉回身罥翠翘。处处萦空百万枝，一枝枝好更题诗。隔城远岫招行客，便与朱楼当酒旗。锦城分得映金沟，两岸年年引胜游。若似松篁须带雪，人间何处认风流。日暖津头絮已飞，看看还是送君归。莫言万绪牵愁思，缉取长绳系落晖。大堤时节近清明，霞衬烟笼绕郡城。好是梨花相映处，更胜松雪日初晴。圣主千年乐未央，御沟金翠满垂杨。年年织作升平字，高映南山献寿觞。,唐
1148,发端州初入西江,宋之问,问我将何去，清晨溯越溪。翠微悬宿雨，丹壑饮晴霓。树影捎云密，藤阴覆水低。潮回出浦驶，洲转望乡迷。人意长怀北，江行日向西。破颜看鹊喜，拭泪听猿啼。骨肉初分爱，亲朋忽解携。路遥魂欲断，身辱理能齐。畴日三山意，于兹万绪暌。金陵有仙馆，即事寻丹梯。,唐
1149,与夫同咏诗,苏检妻,楚水平如镜，周回白鸟飞。金陵几多地，一去不知归。,唐
1150,甘露寺紫薇花,孙鲂,蜀葵鄙下兼全落，菡萏清高且未开。赫日迸光飞蝶去，紫薇擎艳出林来。闻香不称从僧舍，见影尤思在酒杯。谁笑晚芳为贱劣，便饶春丽已尘埃。牵吟过夏惟忧尽，立看移时亦忘回。惆怅寓居无好地，懒能分取一枝栽。,唐
1151,后庭花,孙光宪,景阳钟动宫莺转，露凉金殿。轻飙吹起琼花绽，玉叶如剪。晚来高阁上，珠帘卷，见坠香千片。修蛾慢脸陪雕辇，后庭新宴。石城依旧空江国，故宫春色。七尺青丝芳草绿，绝世难得。玉英凋落尽，更何人识，野棠如织。只是教人添怨忆，怅望无极。,唐
1152,丹阳行,孙逖,丹阳古郡洞庭阴，落日扁舟此路寻。传是东南旧都处，金陵中断碧江深。在昔风尘起，京都乱如燬。双阙戎虏间，千门战场里。传闻一马化为龙，南渡衣冠亦愿从。石头横帝里，京口拒戎锋。青枫林下回天跸，杜若洲前转国容。都门不见河阳树，辇道唯闻建业钟。中原悠悠几千里，欲扫欃枪未云已。英雄倾夺何纷然，一盛一衰如逝川。可怜宫观重江里，金镜相传三百年。自从龙见圣人出，六合车书混为一。昔年王气今何在，并向长安就尧日。荆榛古木闭荒阡，共道繁华不复全。赤县唯馀江树月，黄图半入海人烟。暮来山水登临遍，览古愁吟泪如霰。唯有空城多白云，春风淡荡无人见。,唐
1153,陈。江令宅,孙元晏,不向南朝立谏名，旧居基在事分明。令人惆怅江中令，只作篇章过一生。,唐
1154,陈。结绮阁,孙元晏,结绮高宜眺海涯，上凌丹汉拂云霞。一千朱翠同居此，争奈恩多属丽华。,唐
1155,陈。三阁,孙元晏,三阁相通绮宴开，数千朱翠绕周回。只知断送君王醉，不道韩擒已到来。,唐
1156,陈。武帝蚌盘,孙元晏,金翠丝黄略不舒，蚌盘清宴意何如？岂知三阁繁华日，解为君王妙破除。,唐
1157,宋。乌衣巷,孙元晏,古迹荒基好叹嗟，满川吟景只烟霞。乌衣巷在何人住，回首令人忆谢家。,唐
1158,过三山寺,唐彦谦,三山江上寺，宫殿望岧峣。石径侵高树，沙滩半种苗。一僧归晚日，群鹭宿寒潮。遥听风铃语，兴亡话六朝。,唐
1159,寄友三首,唐彦谦,新酒秦淮缩项鳊，凌霄花下共流连。别来客邸空翘首，细雨春风忆往年。寒灯孤对拥青毡，牢落何如似客边。却忆花前酣后饮，醉呼明月上遥天。客里逢春一惘然，梅花落尽柳如烟。无情最恨东来雁，底事音书不肯传。,唐
1160,金陵怀古,唐彦谦,碧树凉生宿雨收，荷花荷叶满汀洲。登高有酒浑忘醉，慨古无言独倚楼。宫殿六朝遗古迹，衣冠千古漫荒丘。太平时节殊风景，山自青青水自流。,唐
1161,金陵九日,唐彦谦,野菊西风满路香，雨花台上集壶觞。九重天近瞻钟阜，五色云中望建章。绿酒莫辞今日醉，黄金难买少年狂。清歌惊起南飞雁，散作秋声送夕阳。,唐
1162,游清凉寺,唐彦谦,白云红树路纡萦，古殿长廊次第行。南望水连桃叶渡，北来山枕石头城。一尘不到心源净，万有俱空眼界清。竹院逢僧旧曾识，旋披禅衲为相迎。,唐
1163,陈宫,汪遵,椒宫荒宴竟无疑，倏忽山河尽入隋。留得后庭亡国曲，至今犹与酒家吹。,唐
1164,梁寺,汪遵,立国从来为战功，一朝何事却谈空。台城兵匝无人敌，闲卧高僧满梵宫。,唐
1165,芙蓉楼送辛渐二首,王昌龄,寒雨连天夜入湖，平明送客楚山孤。洛阳亲友如相问，一片冰心在玉壶。丹阳城南秋海阴，丹阳城北楚云深。高楼送客不能醉，寂寂寒江明月心。,唐
1166,句,王昌龄,朝荐抱良策，独倚江城楼。苍荻寒沧江，石头岸边饮。天仗森森练雪凝，身骑铁骢自臂鹰。,唐
1167,留别岑参兄弟,王昌龄,江城建业楼，山尽沧海头。副职守兹县，东南棹孤舟。长安故人宅，秣马经前秋。便以风雪暮，还为纵饮留。貂蝉七叶贵，鸿鹄万里游。何必念钟鼎，所在烹肥牛。为君啸一曲，且莫弹箜篌。徒见枯者艳，谁言直如钩。岑家双琼树，腾光难为俦。谁言青门悲，俯期吴山幽。日西石门峤，月吐金陵洲。追随探灵怪，岂不骄王侯。,唐
1168,惆怅诗十二首,王涣,八蚕薄絮鸳鸯绮，半夜佳期并枕眠。钟动红娘唤归去，对人匀泪拾金钿。李夫人病已经秋，汉武看来不举头。得所浓华销歇尽，楚魂湘血一生休。谢家池馆花笼月，萧寺房廊竹飐风。夜半酒醒凭槛立，所思多在别离中。隋师战舰欲亡陈，国破应难保此身。诀别徐郎泪如雨，镜鸾分后属何人。七夕琼筵随事陈，兼花连蒂共伤神。蜀王殿里三更月，不见骊山私语人。夜寒春病不胜怀，玉瘦花啼万事乖。薄幸檀郎断芳信，惊嗟犹梦合欢鞋。呜咽离声管吹秋，妾身今日为君休。齐奴不说平生事，忍看花枝谢玉楼。青丝一绺堕云鬟，金剪刀鸣不忍看。持谢君王寄幽怨，可能从此住人间。陈宫兴废事难期，三阁空余绿草基。狎客沦亡丽华死，他年江令独来时。晨肇重来路已迷，碧桃花谢武陵溪。仙山目断无寻处，流水潺湲日渐西。少卿降北子卿还，朔野离觞惨别颜。却到茂陵唯一恸，节毛零落鬓毛斑。梦里分明入汉宫，觉来灯背锦屏空。紫台月落关山晓，肠断君恩信画工。,唐
1169,送顾非熊秀才归丹阳,王建,江城柳色海门烟，欲到茅山始下船。知道君家当瀑布，菖蒲潭在草堂前。,唐
1170,送封太守,王维,忽解羊头削，聊驰熊首轓。扬舲发夏口，按节向吴门。帆映丹阳郭，枫攒赤岸村。百城多候吏，露冕一何尊。,唐
1171,同崔傅答贤弟,王维,洛阳才子姑苏客，桂苑殊非故乡陌。九江枫树几回青，一片扬州五湖白。扬州时有下江兵，兰陵镇前吹笛声。夜火人归富春郭，秋风鹤唳石头城。周郎陆弟为俦侣，对舞前溪歌白纻。曲几书留小史家，草堂棋赌山阴野。衣冠若话外台臣，先数夫君席上珍。更闻台阁求三语，遥想风流第一人。,唐
1172,金陵,王贞白,六代江山在，繁华古帝都。乱来城不守，战后地多芜。寒日随潮落，归帆与鸟孤。兴亡多少事，回首一长吁。,唐
1173,金陵怀古,王贞白,恃险不种德，兴亡叹数穷。石城几换主，天堑谩连空。御路叠民冢，台基聚牧童。折碑犹有字，多记晋英雄。,唐
1174,赋得暮雨，送李胄,韦应物,楚江微雨里，建业暮钟时。漠漠帆来重，冥冥鸟去迟。海门深不见，浦树远含滋。相送情无限，沾襟比散丝。,唐
1175,春日,韦庄,忽觉东风景渐迟，野梅山杏暗芳菲。落星楼上吹残角，偃月营中挂夕晖。旅梦乱随蝴蝶散，离魂渐逐杜鹃飞。红尘遮断长安陌，芳草王孙暮不归。,唐
1176,过内黄县,韦庄,相州吹角欲斜阳，匹马摇鞭宿内黄。僻县不容投刺客，野陂时遇射雕郎。云中粉堞新城垒，店后荒郊旧战场。犹指去程千万里，秣陵烟树在何乡。,唐
1177,解维,韦庄,又解征帆落照中，暮程还过秣陵东。二年辛苦烟波里，赢得风姿似钓翁。,唐
1178,金陵图,韦庄,谁谓伤心画不成，画人心逐世人情。君看六幅南朝事，老木寒云满故城。,唐
1179,陪金陵府相中堂夜宴,韦庄,满耳笙歌满眼花，满楼珠翠胜吴娃。因知海上神仙窟，只似人间富贵家。绣户夜攒红烛市，舞衣晴曳碧天霞。却愁宴罢青蛾散，杨子江头月半斜。,唐
1180,上元县（浙西作）,韦庄,南朝三十六英雄，角逐兴亡尽此中。有国有家皆是梦，为龙为虎亦成空。残花旧宅悲江令，落日青山吊谢公。止竟霸图何物在，石麟无主卧秋风。,唐
1181,台城,韦庄,江雨霏霏江草齐，六朝如梦鸟空啼。无情最是台城柳，依旧烟笼十里堤。,唐
1182,谒蒋帝庙,韦庄,建业城边蒋帝祠，素髯清骨旧风姿。江声似激秦军破，山势如匡晋祚危。残雪岭头明组练，晚霞檐外簇旌旗。金陵客路方流落，空祝回銮奠酒卮。,唐
1183,杂感,韦庄,莫悲建业荆榛满，昔日繁华是帝京。莫爱广陵台榭好，也曾芜没作荒城。鱼龙爵马皆如梦，风月烟花岂有情。行客不劳频怅望，古来朝市叹衰荣。,唐
1184,自孟津舟西上雨中作,韦庄,秋烟漠漠雨濛濛，不卷征帆任晚风。百口寄安沧海上，一身逃难绿林中。来时楚岸杨花白，去日隋堤蓼穗红。却到故园翻似客，归心迢递秣陵东。,唐
1185,金陵酬李翰林谪仙子,魏万,君抱碧海珠，我怀蓝田玉。各称希代宝，万里遥相烛。长卿慕蔺久，子猷意已深。平生风云人，暗合江海心。去秋忽乘兴，命驾来东土。谪仙游梁园，爱子在邹鲁。二处一不见，拂衣向江东。五两挂海月，扁舟随长风。南游吴越遍，高揖二千石。雪上天台山，春逢翰林伯。宣父敬项橐，林宗重黄生。一长复一少，相看如弟兄。惕然意不尽，更逐西南去。同舟入秦淮，建业龙盘处。楚歌对吴酒，借问承恩初。宫买长门赋，天迎驷马车。才高世难容，道废可推命。安石重携妓，子房空谢病。金陵百万户，六代帝王都。虎石据西江，钟山临北湖。二山信为美，王屋人相待。应为歧路多，不知岁寒在。君游早晚还，勿久风尘间。此别未远别，秋期到仙山。,唐
1186,陈宫词,温庭筠,鸡鸣人草草，香辇出宫花。妓语细腰转，马嘶金面斜。早莺随彩仗，惊雉避凝笳。淅沥湘风外，红轮映曙霞。,唐
1187,春江花月夜词,温庭筠,玉树歌阑海云黑，花庭忽作青芜国。秦淮有水水无情，还向金陵漾春色。杨家二世安九重，不御华芝嫌六龙。百幅锦帆风力满，连天展尽金芙蓉。珠翠丁星复明灭，龙头劈浪哀笳发。千里涵空澄水魂，万枝破鼻飘香雪。漏转霞高沧海西，颇黎枕上闻天鸡。蛮弦代写曲如语，一醉昏昏天下迷。四方倾动烟尘起，犹在浓香梦魂里。后主荒宫有晓莺，飞来只隔西江水。,唐
1188,春日（一作齐梁体）,温庭筠,柳岸杏花稀，梅梁乳燕飞。美人鸾镜笑，嘶马雁门归。楚宫云影薄，台城心赏违。从来千里恨，边色满戎衣。,唐
1189,鸡鸣埭曲,温庭筠,南朝天子射雉时，银河耿耿星参差。铜壶漏断梦初觉，宝马尘高人未知。鱼跃莲东荡宫沼，濛濛御柳悬栖鸟。红妆万户镜中春，碧树一声天下晓。盘踞势穷三百年，朱方杀气成愁烟。彗星拂地浪连海，战鼓渡江尘涨天。绣龙画雉填宫井，野火风驱烧九鼎。殿巢江燕砌生蒿，十二金人霜炯炯。芊绵平绿台城基，暖色春容荒古陂。宁知玉树后庭曲，留待野棠如雪枝。,唐
1190,经故翰林袁学士居,温庭筠,剑逐惊波玉委尘，谢安门下更何人。西州城外花千树，尽是羊昙醉后春。,唐
1191,台城晓朝曲,温庭筠,司马门前火千炬，阑干星斗天将曙。朱网龛鬖丞相车，晓随叠鼓朝天去。博山镜树香艹丰茸，袅袅浮航金画龙。大江敛势避辰极，两阙深严烟翠浓。,唐
1192,题丰安里王相林亭二首（公明太玄经）,温庭筠,花竹有薄埃，嘉游集上才。白蘋安石渚，红叶子云台。朱户雀罗设，黄门驭骑来。不知淮水浊，丹藕为谁开。偶到乌衣巷，含情更惘然。西州曲堤柳，东府旧池莲。星坼悲元老，云归送墨仙。谁知济川楫，今作野人船。,唐
1193,题望苑驿（东有马嵬驿西有端正树一作相思树）,温庭筠,弱柳千条杏一枝，半含春雨半垂丝。景阳寒井人难到，长乐晨钟鸟自知。花影至今通博望，树名从此号相思。分明十二楼前月，不向西陵照盛姬。,唐
1194,西州词（吴声）,温庭筠,悠悠复悠悠，昨日下西州。西州风色好，遥见武昌楼。武昌何郁郁，侬家定无匹。小妇被流黄，登楼抚瑶瑟。朱弦繁复轻，素手直凄清。一弹三四解，掩抑似含情。南楼登且望，西江广复平。艇子摇两桨，催过石头城。门前乌臼树，惨澹天将曙。鸂鶒飞复还，郎随早帆去。回头语同伴，定复负情侬。去帆不安幅，作抵使西风。他日相寻索，莫作西州客。西州人不归，春草年年碧。,唐
1195,谢公墅歌,温庭筠,朱雀航南绕香陌，谢郎东墅连春碧。鸠眠高柳日方融，绮榭飘飖紫庭客。文楸方罫花参差，心阵未成星满池。四座无喧梧竹静，金蝉玉柄俱持颐。对局含情见千里，都城已得长蛇尾。江南王气系疏襟，未许苻坚过淮水。,唐
1196,雍台歌,温庭筠,茭叶萋萋接烟曙，鸡鸣埭上梨花露。彩仗锵锵已合围，绣翎白颈遥相妒。雕尾扇张金缕高，碎铃素拂骊驹豪。绿场红迹未相接，箭发铜牙伤彩毛。麦陇桑阴小山晚，六虬归去凝笳远。城头却望几含情，青亩春芜连石苑。,唐
1197,赠知音,温庭筠,翠羽花冠碧树鸡，未明先向短墙啼。窗间谢女青蛾敛，门外萧郎白马嘶。星汉渐移庭竹影，露珠犹缀野花迷。景阳宫里钟初动，不语垂鞭上柳堤。,唐
1198,春归次金陵,吴融,春阴漠漠覆江城，南国归桡趁晚程。水上驿流初过雨，树笼堤处不离莺。迹疏冠盖兼无梦，地近乡园自有情。便被东风动离思，杨花千里雪中行。,唐
1199,过丹阳,吴融,云阳县郭半郊坰，风雨萧条万古情。山带梁朝陵路断，水连刘尹宅基平。桂枝自折思前代，藻鉴难逢耻后生。遗事满怀兼满目，不堪孤棹舣荒城。,唐
1200,金陵怀古,吴融,玉树声沉战舰收，万家冠盖入中州。只应江令偏惆怅，头白归来是客游。,唐
1201,金陵遇悟空上人（上人与故相国杨公有旧）,吴融,东阁无人事渺茫，老僧持钵过丹阳。十年栖止如何报，好与南谯剩炷香。,唐
1202,偶题,吴融,贱子曾尘国士知，登门倒屣忆当时。西州酌尽看花酒，东阁编成咏雪诗。莫道精灵无伯有，寻闻任侠报爰丝。乌衣旧宅犹能认，粉竹金松一两枝。,唐
1203,秋色,吴融,染不成乾画未销，霏霏拂拂又迢迢。曾从建业城边路，蔓草寒烟锁六朝。,唐
1204,建业怀古,吴筠,炎精既失御，宇内为三分。吴王霸荆越，建都长江滨。爰资股肱力，以静淮海民。魏后欲济师，临流遽旋军。岂惟限天堑，所忌在有人。惜哉归命侯，淫虐败前勋。衔璧入洛阳，委躬为晋臣。无何覆宗社，为尔含悲辛。俄及永嘉末，中原塞胡尘。五马浮渡江，一龙跃天津。此时成大业，实赖贤缙绅。辟土虽未远，规模亦振振。谢公佐王室，仗节扫伪秦。谁为吴兵孱，用之在有伦。荏苒宋齐末，斯须变梁陈。绵历已六代，兴亡互纷纶。在德不在险，成败良有因。高堞复于隍，广殿摧于榛。王风久泯灭，胜气犹氤氲。皇家一区域，玄化通无垠。常言宇宙泰，忽遘云雷屯。极目梁宋郊，茫茫晦妖氛。安得倚天剑，斩兹横海鳞。徘徊江山暮，感激为谁申。,唐
1205,送丹阳采访,徐安贞,郡县分南国，皇华出圣朝。为怜乡棹近，不道使车遥。旧俗吴三让，遗风汉六条。愿言除疾苦，天子听歌谣。,唐
1206,奉和宫傅相公怀旧见寄四十韵,徐铉,谢傅功成德望全，鸾台初下正萧然。抟风乍息三千里，感旧重怀四十年。西掖新官同贾马，南朝兴运似开天。文辞职业分工拙，流辈班资让后先。每愧陋容劳刻画，长惭顽石费雕镌。晨趋纶掖吟春永，夕会精庐待月圆。立马有时同草诏，联镳几处共成篇。闲歌柳叶翻新曲，醉咏桃花促绮筵。少壮况逢时世好，经过宁虑岁华迁。云龙得路须腾跃，社栎非材合弃捐。再谒湘江犹是幸，两还宣室竟何缘。已知瑕玷劳磨莹，又得官司重接连。听漏分宵趋建礼，从游同召赴甘泉。云开阊阖分台殿，风过华林度管弦。行止不离宫仗影，衣裾尝惹御炉烟。师资稷契论中礼，依止山公典小铨。多谢天波垂赤管，敢教晨景过华砖。翾飞附骥方经远，巨楫垂风遂济川。玉烛调时钧轴正，台阶平处德星悬。岩廊礼绝威容肃，布素情深友好偏。长拟营巢安大厦，忽惊操钺领中权。吴门日丽龙衔节，京口沙晴鹢画船。盖代名高方赫赫，恋恩心切更乾乾。袁安辞气忠仍恳，吴汉精诚直且专。却许丘明师纪传，更容疏广奉周旋。朱门自得施行马，厚禄何妨食万钱。密疏尚应劳献替，清谈唯见论空玄。东山妓乐供闲步，北牖风凉足晏眠。玄武湖边林隐见，五城桥下棹洄沿。曾移苑树开红药，新凿家池种白莲。不遣前驺妨野逸，别寻逋客互招延。棋枰寂静陈虚阁，诗笔沉吟劈彩笺。往事偶来春梦里，闲愁因动落花前。青云旧侣嗟谁在，白首亲情倍见怜。尽日凝思殊怅望，一章追叙信精研。韶颜莫与年争竞，世虑须凭道节宣。幸喜书生为将相，定由阴德致神仙。羊公剩有登临兴，尚子都无嫁娶牵。退象天山镇浮竞，起为霖雨润原田。从容自保君臣契，何必扁舟始是贤。,唐
1207,和方泰州见寄,徐铉,逐客凄凄重入京，旧愁新恨两难胜。云收楚塞千山雪，风结秦淮一尺冰。置醴筵空情岂尽，投湘文就思如凝。更残月落知孤坐，遥望船窗一点星。,唐
1208,和张少监舟中望蒋山,徐铉,谿路向还背，前山高复重。纷披红叶树，间断白云峰。尽日慵移棹，何年醉倚松。自知闲未得，不敢笑周颙。,唐
1209,和钟大监泛舟同游见示,徐铉,潮沟横趣北山阿，一月三游未是多。老去交亲难暂舍，闲中滋味更无过。溪桥树映行人渡，村径风飘牧竖歌。孤棹乱流偏有兴，满川晴日弄微波。,唐
1210,将过江题白沙馆,徐铉,少长在维扬，依然认故乡。金陵佳丽地，不道少风光。稍望吴台远，行登楚塞长。殷勤语江岭，归梦莫相妨。,唐
1211,景阳台怀古,徐铉,后主忘家不悔，江南异代长春。今日景阳台上，闲人何用伤神。,唐
1212,临石步港,徐铉,埼岸堕萦带，微风起细涟。绿阴三月后，倒影乱峰前。吹浪游鳞小，黏苔碎石圆。会将腰下组，换取钓鱼船。,唐
1213,秋日泛舟赋蘋花,徐铉,素艳拥行舟，清香覆碧流。远烟分的的，轻浪泛悠悠。雨歇平湖满，风凉运渎秋。今朝流咏处，即是白蘋洲。,唐
1214,送从兄赴临川幕,徐铉,梁王籍宠就东藩，还召邹枚坐兔园。今日好论天下事，昔年同受主人恩。石头城下春潮满，金柅亭边绿树繁。唯有音书慰离别，一杯相送别无言。,唐
1215,送礼部潘尚书致仕还建安,徐铉,名遂功成累复轻，鲈鱼因起旧乡情。履声初下金华省，帆影看离石首城。化剑津头寻故老，同亭会上问仙卿。冥鸿高举真难事，相送何须泪满缨。,唐
1216,宿蒋帝庙，明日游山南诸寺,徐铉,便返城闉尚未甘，更从山北到山南。花枝似雪春虽半，桂魄如眉日始三。松盖遮门寒黯黯，柳丝妨路翠毵毵。登临莫怪偏留恋，游宦多年事事谙。,唐
1217,题梁王旧园,徐铉,梁王旧馆枕潮沟，共引垂藤系小舟。树倚荒台风淅淅，草埋攲石雨修修。门前不见邹枚醉，池上时闻雁鹜愁。节士逢秋多感激，不须频向此中游。,唐
1218,宣威苗将军贬官后重经故宅,徐铉,蒋山南望近西坊，亭馆依然锁院墙。天子未尝过细柳，将军寻已戍敦煌。攲倾怪石山无色，零落圆荷水不香。为将为儒皆寂寞，门前愁杀马中郎。,唐
1219,月真歌,徐铉,扬州胜地多丽人，其间丽者名月真。月真初年十四五，能弹琵琶善歌舞。风前弱柳一枝春，花里娇莺百般语。扬州帝京多名贤，其间贤者殷德川。德川初秉纶闱笔，职近名高常罕出。花前月下或游从，一见月真如旧识。闲庭深院资贤宅，宅门严峻无凡客。垂帘偶坐唯月真，调弄琵琶郎为拍。殷郎一旦过江去，镜中懒作孤鸾舞。朝云暮雨镇相随，石头城下还相遇。二月三月江南春，满城蒙蒙起香尘。隔墙试听歌一曲，乃是资贤宅里人。绿窗绣幌天将晓，残烛依依香袅袅。离肠却恨苦多情，软障薰笼空悄悄。殷郎去冬入翰林，九霄官署转深沉。人间想望不可见，唯向月真存旧心。我惭闒茸何为者，长感余光每相假。陋巷萧条正掩扉，相携访我衡茅下。我本山人愚且贞，歌筵歌席常无情。自从一见月真后，至今赢得颠狂名。殷郎月真听我语，少壮光阴能几许。良辰美景数追随，莫教长说相思苦。,唐
1220,陈宫怨二首,许浑,风暖江城白日迟，昔人遗事后人悲。草生宫阙国无主，玉树后庭花为谁。地雄山险水悠悠，不信隋兵到石头。玉树后庭花一曲，与君同上景阳楼。,唐
1221,甘露寺感事贻同志,许浑,云蔽长安路更赊，独随渔艇老天涯。青山尽日寻黄绢，沧海经年梦绛纱。雪愤有期心自壮，报恩无处发先华。东堂旧侣勤书剑，同出膺门是一家。,唐
1222,金陵怀古,许浑,玉树歌残王气终，景阳兵合戍楼空。松楸远近千官冢，禾黍高低六代宫。石燕拂云晴亦雨，江豚吹浪夜还风。英雄一去豪华尽，唯有青山似洛中。,唐
1223,金陵阻风登延祚阁,许浑,极目皆陈迹，披图问远公。戈鋋三国后，冠盖六朝中。葛蔓交残垒，芒花没后宫。水流箫鼓绝，山在绮罗空。极浦千艘聚，高台一径通。云移吴岫雨，潮转楚江风。登阁渐漂梗，停舟忆断蓬。归期与归路，杉桂海门东。,唐
1224,陪宣城大夫崔公泛后池兼北楼宴二首,许浑,陪泛芳池醉北楼，水花繁艳照膺舟。亭台阴合树初昼，弦管韵高山欲秋。皆贺虢岩终选傅，自伤燕谷未逢邹。昔时恩遇今能否，一尉沧洲已白头。江上西来共鸟飞，剪荷浮泛似轻肥。王珣作簿公曾喜，刘表为邦客尽依。云外轩窗通早景，风前箫鼓送残晖。宛陵行乐金陵住，遥对家山未忆归。,唐
